# Wavelength (nm)	Intensity (a.u.)
197.7802	0.001790
197.9842	0.000989
198.1882	0.000420
198.3922	0.000842
198.5963	0.001938
198.8003	-0.000086
199.0044	0.001537
199.2085	0.000989
199.4126	0.002402
199.6168	0.000378
199.8209	0.000842
200.0251	-0.000445
200.2292	0.001432
200.4334	0.001137
200.6376	0.000314
200.8418	0.001348
201.0461	0.002064
201.2503	0.001095
201.4546	0.000378
201.6589	0.001811
201.8631	0.001474
202.0674	0.000040
202.2718	0.001263
202.4761	0.000673
202.6805	-0.000023
202.8848	0.001938
203.0892	0.000209
203.2936	0.000799
203.4980	-0.000255
203.7024	0.000378
203.9069	0.000968
204.1113	0.000799
204.3158	0.001326
204.5203	-0.000613
204.7248	0.001010
204.9293	-0.000107
205.1338	0.001727
205.3384	0.001137
205.5430	0.001137
205.7475	0.000694
205.9521	0.000757
206.1567	0.000546
206.3614	-0.000213
206.5660	0.000820
206.7706	0.000968
206.9753	0.001537
207.1800	0.000715
207.3847	0.000441
207.5894	-0.000887
207.7941	0.000989
207.9989	-0.000234
208.2036	0.001727
208.4084	0.000546
208.6132	0.000546
208.8180	-0.000149
209.0228	0.001179
209.2276	0.000673
209.4325	0.000462
209.6373	0.001411
209.8422	0.001390
210.0471	0.001516
210.2520	0.001558
210.4569	0.001052
210.6618	0.002107
210.8668	0.002064
211.0718	0.000631
211.2767	0.000884
211.4817	-0.000845
211.6867	0.000462
211.8918	-0.000297
212.0968	0.001369
212.3018	0.001390
212.5069	0.000842
212.7120	0.001010
212.9171	0.001179
213.1222	0.001158
213.3273	0.000104
213.5325	0.000546
213.7376	0.001263
213.9428	-0.000276
214.1480	0.000884
214.3532	-0.000866
214.5584	0.001221
214.7636	0.000546
214.9689	0.000525
215.1741	0.001179
215.3794	0.001095
215.5847	0.001432
215.7900	0.000146
215.9953	0.000420
216.2007	0.001116
216.4060	0.000083
216.6114	0.001664
216.8168	0.001326
217.0222	0.001769
217.2276	0.001073
217.4330	0.001158
217.6384	-0.000487
217.8439	0.000504
218.0494	0.000230
218.2548	0.000778
218.4603	-0.000044
218.6659	0.001348
218.8714	0.000314
219.0769	0.000441
219.2825	0.001031
219.4881	0.000336
219.6936	-0.000508
219.8992	-0.000445
220.1049	0.000483
220.3105	0.000884
220.5161	-0.000318
220.7218	0.001601
220.9275	0.000968
221.1332	0.001305
221.3389	0.000104
221.5446	-0.000002
221.7503	0.000251
221.9561	0.000188
222.1618	0.000019
222.3676	0.000019
222.5734	0.000525
222.7792	0.001221
222.9850	0.001811
223.1909	0.001537
223.3967	0.001010
223.6026	0.001453
223.8085	0.000188
224.0144	0.001221
224.2203	0.000926
224.4262	0.000652
224.6322	0.001411
224.8381	-0.000487
225.0441	0.000652
225.2501	0.000420
225.4561	0.000399
225.6621	0.000757
225.8681	0.001348
226.0742	0.000652
226.2802	0.001263
226.4863	0.001579
226.6924	0.000968
226.8985	0.001811
227.1046	-0.000634
227.3107	0.000104
227.5169	0.000631
227.7230	0.000251
227.9292	0.000251
228.1354	0.000652
228.3416	-0.000107
228.5478	-0.000065
228.7541	0.000483
228.9603	0.001390
229.1666	0.000378
229.3729	0.000019
229.5791	0.000104
229.7855	0.000884
229.9918	-0.000634
230.1981	0.000251
230.4045	0.001495
230.6108	0.002128
230.8172	0.000905
231.0236	0.000715
231.2300	-0.000086
231.4364	0.000968
231.6429	-0.000908
231.8493	0.000947
232.0558	0.000293
232.2623	0.001263
232.4688	0.002402
232.6753	0.001832
232.8818	0.001432
233.0884	0.000989
233.2949	0.000631
233.5015	0.000378
233.7081	0.001010
233.9147	0.001305
234.1213	0.001095
234.3279	0.000293
234.5346	0.001052
234.7413	0.001179
234.9479	0.001411
235.1546	0.002486
235.3613	0.000736
235.5680	0.001116
235.7748	0.001727
235.9815	0.000652
236.1883	0.000251
236.3951	0.000251
236.6018	0.000104
236.8087	0.001221
237.0155	-0.000044
237.2223	0.000230
237.4292	-0.000550
237.6360	0.002001
237.8429	0.001179
238.0498	0.001474
238.2567	0.001221
238.4636	-0.000023
238.6706	0.000589
238.8775	0.002823
239.0845	0.000146
239.2915	0.002402
239.4985	0.000125
239.7055	-0.000107
239.9125	0.000483
240.1195	0.002254
240.3266	0.000420
240.5337	0.001242
240.7407	0.000715
240.9478	0.001832
241.1549	0.001558
241.3621	0.001263
241.5692	0.001622
241.7764	0.000736
241.9835	0.000610
242.1907	0.000610
242.3979	0.001411
242.6051	0.000799
242.8124	-0.000318
243.0196	0.000230
243.2269	0.001052
243.4341	0.001622
243.6414	0.000125
243.8487	0.001221
244.0560	0.000610
244.2634	-0.000213
244.4707	0.000462
244.6781	0.000926
244.8854	0.001263
245.0928	0.000167
245.3002	0.002254
245.5076	0.000546
245.7151	0.000968
245.9225	0.000525
246.1300	0.001052
246.3375	0.001073
246.5449	-0.000276
246.7524	0.000736
246.9600	0.001263
247.1675	0.000884
247.3750	0.000884
247.5826	0.001052
247.7902	0.001116
247.9978	0.000357
248.2054	0.000061
248.4130	0.001116
248.6206	0.000251
248.8283	0.000884
249.0359	0.002022
249.2436	0.001706
249.4513	0.001474
249.6590	0.001010
249.8667	0.000525
250.0745	-0.000170
250.2822	0.000378
250.4900	0.001137
250.6978	0.000462
250.9056	-0.000887
251.1134	0.000525
251.3212	0.001601
251.5290	0.000884
251.7369	0.000483
251.9447	0.001158
252.1526	0.001769
252.3605	0.002107
252.5684	0.000884
252.7763	0.001242
252.9843	0.001095
253.1922	0.001073
253.4002	0.002423
253.6082	0.000293
253.8162	0.000272
254.0242	0.000230
254.2322	0.001917
254.4402	-0.000529
254.6483	0.001179
254.8564	0.000652
255.0644	0.000842
255.2725	-0.000149
255.4806	0.002296
255.6888	0.001200
255.8969	0.001685
256.1051	0.001179
256.3132	-0.000192
256.5214	0.000989
256.7296	0.000884
256.9378	-0.000339
257.1460	-0.000192
257.3543	0.000842
257.5625	0.000589
257.7708	0.001284
257.9791	0.001917
258.1874	0.000863
258.3957	0.001052
258.6040	0.001453
258.8124	0.000799
259.0207	0.000209
259.2291	0.000378
259.4375	0.000926
259.6459	0.000989
259.8543	0.000905
260.0627	0.000441
260.2711	0.000842
260.4796	0.001390
260.6881	0.000863
260.8965	0.000778
261.1050	-0.000086
261.3135	0.001643
261.5221	0.001305
261.7306	0.002254
261.9392	0.001685
262.1477	0.000968
262.3563	-0.000360
262.5649	0.000989
262.7735	0.001896
262.9822	0.001095
263.1908	0.000736
263.3995	0.001664
263.6081	0.000188
263.8168	0.001832
264.0255	0.000842
264.2342	0.002507
264.4429	-0.000676
264.6517	0.001832
264.8604	0.001369
265.0692	0.001474
265.2780	0.000968
265.4868	0.002317
265.6956	0.001369
265.9044	0.001579
266.1133	0.001263
266.3221	0.001242
266.5310	-0.000192
266.7399	0.001095
266.9488	0.000567
267.1577	0.001263
267.3666	-0.001035
267.5755	0.001179
267.7845	0.001200
267.9935	0.000736
268.2024	0.000610
268.4114	0.001432
268.6205	0.000272
268.8295	0.000125
269.0385	0.000736
269.2476	0.000884
269.4566	0.000420
269.6657	0.001432
269.8748	-0.000128
270.0839	0.000125
270.2931	0.000652
270.5022	0.001896
270.7114	0.000293
