# Wavelength (nm)	Intensity (a.u.)
197.7802	0.001170
197.9842	0.000854
198.1882	0.000074
198.3922	0.000474
198.5963	0.000264
198.8003	0.001528
199.0044	0.000770
199.2085	-0.000517
199.4126	-0.000285
199.6168	0.000158
199.8209	0.001065
200.0251	0.001191
200.2292	0.001086
200.4334	0.000116
200.6376	0.000980
200.8418	0.000369
201.0461	-0.000158
201.2503	-0.000116
201.4546	0.001676
201.6589	-0.000053
201.8631	0.000517
202.0674	0.000158
202.2718	0.001360
202.4761	0.000622
202.6805	0.000875
202.8848	0.000474
203.0892	-0.000200
203.2936	0.001571
203.4980	0.000727
203.7024	0.000074
203.9069	0.002013
204.1113	0.001086
204.3158	0.000474
204.5203	-0.000706
204.7248	0.000748
204.9293	0.000706
205.1338	0.000011
205.3384	0.000938
205.5430	0.000833
205.7475	0.000179
205.9521	-0.000242
206.1567	-0.000327
206.3614	0.000791
206.5660	0.000348
206.7706	0.000327
206.9753	0.001275
207.1800	0.001803
207.3847	0.000727
207.5894	0.001128
207.7941	-0.000369
207.9989	0.000053
208.2036	0.001592
208.4084	0.000411
208.6132	-0.000348
208.8180	0.001086
209.0228	-0.000327
209.2276	0.000685
209.4325	0.000432
209.6373	0.000580
209.8422	0.001718
210.0471	0.000854
210.2520	0.000306
210.4569	0.000390
210.6618	0.000411
210.8668	0.002140
211.0718	-0.000179
211.2767	0.001528
211.4817	0.000327
211.6867	0.000285
211.8918	0.000685
212.0968	0.000938
212.3018	0.000011
212.5069	0.000875
212.7120	-0.000327
212.9171	0.000727
213.1222	-0.000812
213.3273	0.002287
213.5325	0.000074
213.7376	0.000959
213.9428	0.000748
214.1480	0.000432
214.3532	0.001402
214.5584	0.000200
214.7636	0.001866
214.9689	0.002351
215.1741	0.000517
215.3794	0.001381
215.5847	-0.000242
215.7900	0.000411
215.9953	0.000517
216.2007	0.001697
216.4060	-0.000032
216.6114	0.002013
216.8168	0.000685
217.0222	0.001592
217.2276	0.001044
217.4330	0.001065
217.6384	-0.000264
217.8439	0.001254
218.0494	-0.000938
218.2548	0.000411
218.4603	0.001191
218.6659	-0.000053
218.8714	-0.000074
219.0769	0.001275
219.2825	0.000474
219.4881	0.000242
219.6936	-0.000221
219.8992	0.000938
220.1049	0.001339
220.3105	-0.000453
220.5161	0.000264
220.7218	0.000664
220.9275	0.001528
221.1332	0.000727
221.3389	-0.000643
221.5446	0.000706
221.7503	0.001465
221.9561	-0.000011
222.1618	0.001170
222.3676	0.000327
222.5734	-0.000854
222.7792	0.001065
222.9850	0.000601
223.1909	0.000179
223.3967	-0.000727
223.6026	0.000285
223.8085	-0.000938
224.0144	0.000664
224.2203	0.000242
224.4262	0.000580
224.6322	0.001065
224.8381	-0.000179
225.0441	0.000158
225.2501	-0.000221
225.4561	0.001465
225.6621	0.002140
225.8681	-0.000095
226.0742	0.000306
226.2802	0.000875
226.4863	-0.000348
226.6924	0.000348
226.8985	0.001191
227.1046	-0.000643
227.3107	0.002034
227.5169	0.001444
227.7230	0.000327
227.9292	-0.000980
228.1354	0.001718
228.3416	-0.000095
228.5478	0.000685
228.7541	-0.000622
228.9603	-0.000748
229.1666	-0.000158
229.3729	0.000875
229.5791	0.001613
229.7855	0.002245
229.9918	-0.000285
230.1981	0.000685
230.4045	-0.000158
230.6108	0.001423
230.8172	0.000264
231.0236	0.002056
231.2300	-0.000011
231.4364	0.000116
231.6429	0.000917
231.8493	0.001001
232.0558	-0.001297
232.2623	0.000285
232.4688	0.000411
232.6753	-0.000011
232.8818	0.001086
233.0884	0.000791
233.2949	-0.000959
233.5015	0.000179
233.7081	0.000580
233.9147	0.000875
234.1213	0.001402
234.3279	0.001866
234.5346	0.000095
234.7413	0.000748
234.9479	-0.001086
235.1546	0.001254
235.3613	0.001318
235.5680	0.001739
235.7748	-0.000432
235.9815	0.000074
236.1883	0.000664
236.3951	0.001233
236.6018	-0.000896
236.8087	0.000770
237.0155	0.001423
237.2223	0.000854
237.4292	0.002013
237.6360	0.000875
237.8429	-0.001254
238.0498	0.001929
238.2567	0.000517
238.4636	0.001866
238.6706	-0.000453
238.8775	-0.000643
239.0845	0.001465
239.2915	0.000748
239.4985	0.000601
239.7055	0.000622
239.9125	0.001191
240.1195	0.000980
240.3266	0.000032
240.5337	0.000685
240.7407	-0.000896
240.9478	0.001086
241.1549	0.000095
241.3621	0.001275
241.5692	0.001423
241.7764	0.001381
241.9835	-0.000179
242.1907	-0.000453
242.3979	0.000685
242.6051	0.002266
242.8124	0.000580
243.0196	0.000538
243.2269	-0.000137
243.4341	0.000011
243.6414	-0.000580
243.8487	-0.000095
244.0560	-0.000833
244.2634	0.001992
244.4707	-0.000538
244.6781	0.000369
244.8854	-0.000285
245.0928	-0.000580
245.3002	0.000727
245.5076	0.000812
245.7151	0.000200
245.9225	0.000474
246.1300	-0.000748
246.3375	0.002709
246.5449	0.000369
246.7524	0.001023
246.9600	0.000158
247.1675	0.000980
247.3750	0.000474
247.5826	0.002119
247.7902	0.000095
247.9978	0.000748
248.2054	-0.000116
248.4130	0.001507
248.6206	0.000390
248.8283	0.000411
249.0359	-0.000833
249.2436	0.000791
249.4513	0.001233
249.6590	0.001507
249.8667	0.000833
250.0745	0.001023
250.2822	-0.000432
250.4900	0.000517
250.6978	-0.000116
250.9056	0.002034
251.1134	-0.000664
251.3212	0.001592
251.5290	-0.000116
251.7369	0.001655
251.9447	0.000242
252.1526	0.000727
252.3605	0.000833
252.5684	0.001950
252.7763	-0.000854
252.9843	-0.000053
253.1922	-0.000179
253.4002	0.000264
253.6082	0.000833
253.8162	0.001170
254.0242	0.000833
254.2322	0.001486
254.4402	0.001402
254.6483	-0.000495
254.8564	-0.000348
255.0644	-0.000685
255.2725	-0.000474
255.4806	0.000306
255.6888	0.001486
255.8969	0.001170
256.1051	0.000074
256.3132	-0.000053
256.5214	-0.000833
256.7296	0.000601
256.9378	-0.000474
257.1460	0.001023
257.3543	0.000369
