# Wavelength	Absorbance
197.780200 -0.037932
197.984200 0.501408
198.188200 3.093772
198.392200 -0.383435
198.596300 1.292055
198.800300 -0.439333
199.004400 -0.177312
199.208500 0.497071
199.412600 -0.150669
199.616800 2.768638
199.820900 2.465383
200.025100 2.877947
200.229200 2.463893
200.433400 0.321071
200.637600 -0.136880
200.841800 2.902003
201.046100 -0.219543
201.250300 0.354534
201.454600 1.286394
201.658900 0.382767
201.863100 0.089501
202.067400 2.760422
202.271800 0.917681
202.476100 2.896526
202.680500 -0.400774
202.884800 2.980458
203.089200 0.140867
203.293600 0.242648
203.498000 -0.152296
203.702400 -0.601559
203.906900 -1.158561
204.111300 -2.502427
204.315800 -0.550857
204.520300 1.701230
204.724800 0.558327
204.929300 2.396199
205.133800 1.064388
205.338400 2.820201
205.543000 0.314101
205.747500 0.869232
205.952100 -0.289296
206.156700 0.927418
206.361400 -1.361728
206.566000 2.187521
206.770600 3.168203
206.975300 -0.808995
207.180000 0.845098
207.384700 2.587711
207.589400 -2.648360
207.794100 -0.102056
207.998900 -0.194690
208.203600 2.851258
208.408400 2.970812
208.613200 2.820201
208.818000 -0.109761
209.022800 -0.892309
209.227600 0.536900
209.432500 2.907949
209.637300 2.752816
209.842200 2.294466
210.047100 -0.266929
210.252000 -0.816740
210.456900 0.181104
210.661800 3.055378
210.866800 -0.039746
211.071800 -0.095542
211.276700 -0.202641
211.481700 -0.251716
211.686700 2.632457
211.891800 -0.684048
212.096800 0.548091
212.301800 -0.267036
212.506900 1.033692
212.712000 2.965672
212.917100 0.344387
213.122200 1.053374
213.327300 0.593526
213.532500 0.000000
213.737600 -0.159148
213.942800 1.447158
214.148000 2.631444
214.353200 -2.472756
214.558400 0.153395
214.763600 3.265290
214.968900 0.228140
215.174100 0.222532
215.379400 0.000000
215.584700 -0.046806
215.790000 3.021603
215.995300 -0.297401
216.200700 0.137794
216.406000 2.902003
216.611400 -0.508155
216.816800 2.833784
217.022200 -0.529887
217.227600 3.086360
217.433000 2.536558
217.638400 0.130821
217.843900 -0.181251
218.049400 -2.959041
218.254800 0.286968
218.460300 3.008600
218.665900 3.186674
218.871400 3.234517
219.076900 2.990339
219.282500 -0.239083
219.488100 0.640735
219.693600 0.078040
219.899200 0.097379
220.104900 0.614469
220.310500 -0.937504
220.516100 -2.328380
220.721800 -0.115957
220.927500 0.083032
221.133200 -0.336796
221.338900 -0.215600
221.544600 0.073901
221.750300 3.183555
221.956100 0.375932
222.161800 2.338456
222.367600 0.331221
222.573400 -0.159321
222.779200 0.000000
222.985000 0.000000
223.190900 3.017451
223.396700 0.513966
223.602600 0.819544
223.808500 0.453095
224.014400 0.205338
224.220300 2.935507
224.426200 -0.259306
224.632200 0.059155
224.838100 2.890421
225.044100 0.095705
225.250100 -0.523123
225.456100 2.653213
225.662100 -0.364929
225.868100 0.765377
226.074200 2.632457
226.280200 0.000000
226.486300 0.739745
226.692400 0.000000
226.898500 0.174033
227.104600 0.932738
