# Wavelength (nm)	Intensity (a.u.)
197.7802	0.000862
197.9842	-0.001334
198.1882	0.001770
198.3922	-0.000574
198.5963	0.001158
198.8003	0.000672
199.0044	0.000946
199.2085	0.000060
199.4126	0.000925
199.6168	-0.001144
199.8209	0.000946
200.0251	-0.000236
200.2292	0.000904
200.4334	0.000376
200.6376	0.001918
200.8418	0.001833
201.0461	0.000229
201.2503	0.001432
201.4546	0.000968
201.6589	-0.000785
201.8631	0.000862
202.0674	-0.000067
202.2718	0.000081
202.4761	-0.000552
202.6805	0.001073
202.8848	-0.000172
203.0892	0.000060
203.2936	0.000440
203.4980	0.001728
203.7024	0.000334
203.9069	0.001939
204.1113	0.000904
204.3158	0.001158
204.5203	0.000039
204.7248	0.000208
204.9293	-0.000215
205.1338	-0.000405
205.3384	0.001305
205.5430	-0.000215
205.7475	0.000524
205.9521	-0.001355
206.1567	0.000250
206.3614	0.000398
206.5660	0.000714
206.7706	-0.000151
206.9753	-0.000004
207.1800	0.000313
207.3847	-0.000299
207.5894	0.000545
207.7941	0.000545
207.9989	0.001854
208.2036	0.000208
208.4084	0.000524
208.6132	-0.000088
208.8180	0.000693
209.0228	0.000060
209.2276	0.000566
209.4325	-0.000088
209.6373	0.000060
209.8422	-0.000954
210.0471	0.000292
210.2520	0.000165
210.4569	0.000672
210.6618	-0.000088
210.8668	0.000376
211.0718	-0.001038
211.2767	0.002065
211.4817	0.000081
211.6867	0.001453
211.8918	0.000545
212.0968	0.000566
212.3018	0.000461
212.5069	0.002108
212.7120	-0.001291
212.9171	0.000376
213.1222	0.000946
213.3273	0.001601
213.5325	-0.000405
213.7376	0.000355
213.9428	0.000250
214.1480	0.000756
214.3532	0.000820
214.5584	0.001284
214.7636	0.001728
214.9689	0.000461
215.1741	0.000989
215.3794	-0.000384
215.5847	-0.001165
215.7900	0.000609
215.9953	-0.000320
216.2007	0.001094
216.4060	0.001158
216.6114	0.000566
216.8168	0.000102
217.0222	0.000968
217.2276	0.000672
217.4330	-0.001017
217.6384	0.000524
217.8439	0.001136
218.0494	0.000419
218.2548	0.000820
218.4603	0.001010
218.6659	0.001115
218.8714	0.000778
219.0769	0.000588
219.2825	-0.000679
219.4881	0.001432
219.6936	-0.000658
219.8992	0.000545
220.1049	0.000250
220.3105	0.000904
220.5161	0.001770
220.7218	0.000292
220.9275	0.000756
221.1332	0.000461
221.3389	0.000989
221.5446	0.000355
221.7503	-0.001017
