# Wavelength (nm)	Intensity (a.u.)
197.7802	-0.000025
197.9842	0.000229
198.1882	0.000123
198.3922	-0.001376
198.5963	-0.000320
198.8003	0.000102
199.0044	0.001221
199.2085	-0.000257
199.4126	0.001094
199.6168	-0.000236
199.8209	-0.000426
200.0251	0.000271
200.2292	0.000883
200.4334	0.000208
200.6376	0.000967
200.8418	0.000482
201.0461	-0.000320
201.2503	0.000355
201.4546	-0.000806
201.6589	-0.000004
201.8631	0.001094
202.0674	0.001179
202.2718	0.000862
202.4761	0.000440
202.6805	0.001073
202.8848	0.001558
203.0892	-0.000172
203.2936	0.000419
203.4980	0.000925
203.7024	0.001284
203.9069	-0.000025
204.1113	-0.000278
204.3158	0.001432
204.5203	-0.001101
204.7248	0.001010
204.9293	-0.000088
205.1338	0.001284
205.3384	-0.000595
205.5430	0.002276
205.7475	0.001031
205.9521	0.001960
206.1567	0.000566
206.3614	0.000946
206.5660	0.001094
206.7706	0.000419
206.9753	0.001031
207.1800	0.001284
207.3847	0.000630
207.5894	0.000925
207.7941	0.000630
207.9989	0.000967
208.2036	0.001558
208.4084	-0.000383
208.6132	0.000271
208.8180	0.000018
209.0228	-0.000067
209.2276	0.003036
209.4325	0.000060
209.6373	0.001453
209.8422	-0.000974
210.0471	0.001263
210.2520	0.000398
210.4569	0.001115
210.6618	0.000208
210.8668	0.000419
211.0718	-0.000130
211.2767	0.001432
211.4817	0.000060
211.6867	0.000186
211.8918	0.000398
212.0968	0.000292
212.3018	0.000756
212.5069	0.001157
212.7120	-0.000109
212.9171	0.000419
213.1222	0.000208
213.3273	0.001664
213.5325	0.000440
213.7376	0.000967
213.9428	0.000609
214.1480	0.000060
214.3532	-0.000721
214.5584	0.000018
214.7636	-0.000848
214.9689	0.000081
215.1741	0.000334
215.3794	0.000482
215.5847	0.001136
215.7900	0.001727
215.9953	0.000566
216.2007	0.000461
216.4060	0.000376
216.6114	0.000081
216.8168	0.000735
217.0222	0.000777
217.2276	0.000376
217.4330	0.001580
217.6384	-0.000552
217.8439	-0.000299
218.0494	0.000440
218.2548	0.002128
218.4603	-0.000806
218.6659	0.000461
218.8714	0.000144
219.0769	0.000609
219.2825	0.001221
219.4881	0.001305
219.6936	0.000904
219.8992	0.000250
220.1049	0.000440
220.3105	-0.000088
220.5161	-0.000848
220.7218	0.001664
220.9275	0.000461
221.1332	-0.000004
221.3389	0.000376
221.5446	0.001136
221.7503	0.000313
221.9561	0.000102
222.1618	0.000039
222.3676	0.001960
222.5734	0.000756
222.7792	0.000398
222.9850	0.000292
223.1909	0.000355
223.3967	-0.000700
223.6026	0.000925
223.8085	0.000355
224.0144	0.001516
224.2203	0.001453
224.4262	0.001052
224.6322	0.000144
224.8381	-0.000996
225.0441	0.000208
225.2501	0.000545
225.4561	-0.000890
225.6621	0.001179
225.8681	-0.001207
226.0742	0.000989
226.2802	-0.001038
226.4863	0.000693
226.6924	0.001221
226.8985	0.001073
227.1046	-0.000299
227.3107	-0.000911
227.5169	-0.000172
227.7230	0.000841
227.9292	0.001516
228.1354	0.000967
228.3416	-0.000236
228.5478	0.001115
228.7541	0.000693
228.9603	-0.000236
229.1666	0.001157
229.3729	0.000081
229.5791	0.000651
229.7855	0.001432
229.9918	0.001073
230.1981	0.000250
230.4045	0.000862
230.6108	0.001073
230.8172	-0.000341
231.0236	0.000123
231.2300	0.000799
231.4364	0.000313
231.6429	0.000060
231.8493	0.000039
232.0558	0.000989
232.2623	0.000482
232.4688	-0.000362
232.6753	0.000165
232.8818	0.000039
233.0884	0.000862
233.2949	-0.000067
233.5015	-0.000257
233.7081	0.000630
233.9147	0.001601
234.1213	-0.000215
234.3279	0.001537
234.5346	0.000883
234.7413	-0.000489
234.9479	0.000440
235.1546	0.000102
235.3613	0.001073
235.5680	0.000609
235.7748	0.001369
235.9815	0.000229
236.1883	0.000355
236.3951	-0.001101
236.6018	0.000313
236.8087	-0.000172
237.0155	0.000904
237.2223	0.000820
237.4292	0.000461
237.6360	0.000208
237.8429	0.001981
238.0498	0.000925
238.2567	0.001791
238.4636	0.001052
238.6706	0.000419
238.8775	0.000566
239.0845	0.000799
239.2915	0.000799
239.4985	0.000630
239.7055	0.000208
239.9125	0.000777
240.1195	0.001622
240.3266	0.000102
240.5337	0.000904
240.7407	0.000672
240.9478	0.000989
241.1549	0.000144
241.3621	0.000756
241.5692	0.000651
241.7764	-0.000215
241.9835	0.000630
242.1907	0.000292
242.3979	-0.000193
242.6051	0.000482
242.8124	0.000102
243.0196	0.001200
243.2269	0.000609
243.4341	0.000672
243.6414	0.000165
243.8487	0.000039
244.0560	0.000081
244.2634	0.000883
244.4707	0.000271
244.6781	0.000693
244.8854	-0.000130
245.0928	-0.000932
245.3002	-0.000172
245.5076	0.000039
245.7151	-0.000785
245.9225	-0.000890
246.1300	-0.000721
246.3375	0.000545
246.5449	0.000651
246.7524	-0.000236
246.9600	-0.000510
247.1675	0.000841
247.3750	0.000102
247.5826	0.000250
247.7902	0.000524
247.9978	0.000630
248.2054	-0.000215
248.4130	0.000440
248.6206	0.000841
248.8283	0.001179
249.0359	0.000060
249.2436	0.001622
249.4513	-0.000130
249.6590	0.000630
249.8667	0.000102
250.0745	0.001411
250.2822	-0.000257
250.4900	0.000419
250.6978	-0.001671
250.9056	0.001052
251.1134	0.000989
251.3212	0.000081
251.5290	0.001305
251.7369	0.000503
251.9447	0.000123
252.1526	0.001326
252.3605	0.002276
