# Wavelength (nm)	Intensity (a.u.)
197.7802	-0.000040
197.9842	0.000297
198.1882	0.000297
198.3922	-0.000420
198.5963	0.000213
198.8003	0.000192
199.0044	0.002090
199.2085	0.000951
199.4126	0.000550
199.6168	0.001541
199.8209	0.001204
200.0251	-0.000863
200.2292	-0.000188
200.4334	-0.001222
200.6376	0.000297
200.8418	0.000698
201.0461	0.000234
201.2503	0.000107
201.4546	-0.000315
201.6589	0.000993
201.8631	0.001056
202.0674	0.000170
202.2718	0.000698
202.4761	0.000571
202.6805	0.000339
202.8848	-0.000062
203.0892	0.001541
203.2936	-0.000441
203.4980	0.000951
203.7024	-0.001306
203.9069	0.001584
204.1113	-0.000294
204.3158	0.000698
204.5203	-0.000736
204.7248	-0.000926
204.9293	-0.000589
205.1338	0.001457
205.3384	-0.000272
205.5430	-0.000336
205.7475	-0.000230
205.9521	0.001288
206.1567	0.000128
206.3614	-0.000905
206.5660	0.000508
206.7706	0.000149
206.9753	0.000065
207.1800	-0.000336
207.3847	0.000276
207.5894	-0.001032
207.7941	0.000213
207.9989	0.000656
208.2036	-0.000504
208.4084	-0.000694
208.6132	0.000149
208.8180	0.000065
209.0228	-0.000441
209.2276	0.000867
209.4325	0.000360
209.6373	0.000297
209.8422	0.000213
210.0471	-0.000399
210.2520	-0.001664
210.4569	0.000508
210.6618	-0.000062
210.8668	-0.000062
211.0718	-0.000399
211.2767	0.000276
211.4817	-0.000294
211.6867	-0.000526
211.8918	0.000635
212.0968	-0.000019
212.3018	0.000824
212.5069	-0.000062
212.7120	0.000487
212.9171	0.001352
213.1222	-0.000694
213.3273	-0.000357
213.5325	-0.000884
213.7376	0.000297
213.9428	-0.000589
214.1480	-0.000167
214.3532	-0.000188
214.5584	-0.000251
214.7636	0.000149
214.9689	0.000740
215.1741	0.000613
215.3794	-0.001053
215.5847	0.000445
215.7900	0.000149
215.9953	0.001752
216.2007	0.000023
216.4060	-0.000083
216.6114	-0.000631
216.8168	0.000065
217.0222	0.000782
217.2276	-0.000040
217.4330	-0.000209
217.6384	-0.000547
217.8439	-0.000209
218.0494	0.001668
218.2548	0.000698
218.4603	-0.000272
218.6659	-0.000188
218.8714	0.000487
219.0769	-0.000504
219.2825	-0.000357
219.4881	-0.000357
219.6936	0.000170
219.8992	0.000128
220.1049	-0.000315
220.3105	0.000888
220.5161	0.000213
220.7218	0.000635
220.9275	-0.000315
221.1332	0.000803
