# Wavelength (nm)	Intensity (a.u.)
197.7802	0.000243
197.9842	-0.000455
198.1882	-0.000560
198.3922	-0.000074
198.5963	0.000899
198.8003	-0.000518
199.0044	0.000053
199.2085	0.001977
199.4126	0.001004
199.6168	-0.000053
199.8209	0.000856
200.0251	-0.000772
200.2292	0.000539
200.4334	0.000328
200.6376	0.001026
200.8418	0.000962
201.0461	0.000983
201.2503	-0.000370
201.4546	0.000899
201.6589	0.000391
201.8631	0.001850
202.0674	0.000793
202.2718	0.000708
202.4761	0.000222
202.6805	0.001216
202.8848	-0.000032
203.0892	0.000560
203.2936	0.000560
203.4980	0.000264
203.7024	-0.000243
203.9069	0.001300
204.1113	0.000264
204.3158	-0.000624
204.5203	0.001533
204.7248	0.000476
204.9293	0.000370
205.1338	0.000539
205.3384	-0.000349
205.5430	0.001300
205.7475	0.001152
205.9521	0.002125
206.1567	0.001681
206.3614	0.000539
206.5660	0.001216
206.7706	0.000920
206.9753	0.000899
207.1800	-0.001808
207.3847	0.001512
207.5894	0.001935
207.7941	0.001258
207.9989	0.000032
208.2036	0.000624
208.4084	0.000687
208.6132	-0.001110
208.8180	0.001068
209.0228	-0.001216
209.2276	0.001089
209.4325	-0.000962
209.6373	-0.000032
209.8422	0.000751
210.0471	0.000687
210.2520	0.000137
210.4569	0.001216
210.6618	0.000180
210.8668	0.000011
211.0718	0.000074
211.2767	0.001343
211.4817	0.001491
211.6867	0.001956
211.8918	-0.000645
212.0968	0.000116
212.3018	0.001871
212.5069	0.000455
212.7120	0.001343
212.9171	0.001512
213.1222	-0.001279
213.3273	0.001723
213.5325	0.002231
213.7376	0.000751
213.9428	0.001702
214.1480	0.000095
214.3532	0.000835
214.5584	0.001427
214.7636	0.001491
214.9689	-0.000645
215.1741	-0.001554
215.3794	-0.000433
215.5847	0.000053
215.7900	0.001004
215.9953	0.000730
216.2007	0.001956
216.4060	-0.001131
216.6114	0.000476
216.8168	0.000011
217.0222	0.000793
217.2276	0.000180
217.4330	0.000349
217.6384	0.001195
217.8439	0.003352
218.0494	0.000159
218.2548	0.002210
218.4603	0.000730
218.6659	0.001871
218.8714	0.001216
219.0769	0.000243
219.2825	-0.000201
219.4881	-0.000624
219.6936	-0.001406
219.8992	0.001808
220.1049	-0.001893
220.3105	-0.000074
220.5161	-0.001089
220.7218	0.001237
220.9275	0.001385
221.1332	0.000687
221.3389	0.000899
221.5446	0.000539
221.7503	0.000433
221.9561	0.001300
222.1618	-0.000497
222.3676	-0.000032
222.5734	0.000243
222.7792	0.000624
222.9850	0.000011
223.1909	-0.000328
223.3967	0.001279
223.6026	0.001618
223.8085	-0.000581
224.0144	0.000856
224.2203	0.002337
224.4262	0.001026
224.6322	0.000095
224.8381	-0.000180
225.0441	-0.001702
225.2501	0.000285
225.4561	0.000581
225.6621	0.000983
225.8681	0.000856
226.0742	-0.000180
226.2802	-0.001195
226.4863	-0.000095
226.6924	0.000476
226.8985	-0.000180
227.1046	-0.002231
227.3107	0.000666
227.5169	-0.000539
227.7230	0.001279
227.9292	0.001935
228.1354	0.001639
228.3416	0.000814
228.5478	0.001596
228.7541	-0.000285
228.9603	0.000476
229.1666	-0.000666
229.3729	-0.000349
229.5791	-0.001554
229.7855	0.000497
229.9918	-0.000497
230.1981	0.000011
230.4045	0.000222
230.6108	-0.000137
230.8172	0.001491
231.0236	0.000476
231.2300	0.000137
231.4364	-0.000497
231.6429	0.000095
231.8493	0.001871
232.0558	-0.000222
232.2623	0.000264
232.4688	0.000899
232.6753	-0.000793
232.8818	0.000645
233.0884	0.002337
233.2949	0.000391
233.5015	0.000835
233.7081	0.001364
233.9147	0.000412
234.1213	0.001533
234.3279	0.000751
234.5346	-0.000285
234.7413	0.001744
234.9479	-0.001893
235.1546	-0.000349
235.3613	0.001406
235.5680	0.000433
235.7748	0.000053
235.9815	0.000730
236.1883	0.001470
236.3951	0.001216
236.6018	0.001808
236.8087	0.001470
237.0155	0.000983
237.2223	0.000412
237.4292	0.001216
237.6360	0.001470
237.8429	-0.000349
238.0498	0.000180
238.2567	-0.000370
238.4636	0.002844
238.6706	-0.000116
238.8775	-0.000116
239.0845	0.002527
239.2915	0.001808
239.4985	-0.000581
239.7055	0.001279
239.9125	0.000687
240.1195	0.001068
240.3266	0.000433
240.5337	-0.000666
240.7407	0.000962
240.9478	0.000856
241.1549	-0.000137
241.3621	0.001427
241.5692	0.001596
241.7764	0.001364
241.9835	0.001808
242.1907	0.000180
242.3979	-0.001174
242.6051	0.002252
242.8124	0.001491
243.0196	0.001491
243.2269	-0.000391
243.4341	0.001364
243.6414	-0.000433
243.8487	0.002041
244.0560	0.000180
244.2634	0.001068
244.4707	-0.000730
244.6781	0.000116
244.8854	0.000603
245.0928	-0.000032
245.3002	0.001491
245.5076	0.000560
245.7151	0.000370
245.9225	0.001047
246.1300	0.000708
246.3375	0.000581
246.5449	0.000159
246.7524	-0.000180
246.9600	0.001258
247.1675	0.001871
247.3750	0.000645
247.5826	0.000899
247.7902	-0.000370
247.9978	0.001935
248.2054	-0.000835
248.4130	0.000159
248.6206	0.001448
248.8283	0.000116
249.0359	0.002146
249.2436	0.000476
249.4513	0.000581
249.6590	0.000666
249.8667	0.001152
250.0745	0.000391
250.2822	-0.000687
250.4900	-0.000835
250.6978	-0.000285
250.9056	0.000751
251.1134	0.000222
251.3212	0.003204
251.5290	-0.000412
251.7369	-0.002146
251.9447	0.000053
252.1526	-0.000878
252.3605	-0.000116
252.5684	0.000137
252.7763	0.000666
252.9843	0.001343
253.1922	0.000920
253.4002	-0.000222
253.6082	0.000159
253.8162	0.000053
254.0242	0.001406
254.2322	0.000899
254.4402	-0.000560
254.6483	0.001279
254.8564	-0.000032
255.0644	0.001195
255.2725	-0.000349
255.4806	0.001491
255.6888	-0.001026
255.8969	0.001448
256.1051	0.001004
256.3132	0.001089
256.5214	0.000878
256.7296	-0.000222
256.9378	-0.000074
257.1460	0.001575
257.3543	-0.000878
257.5625	-0.000032
257.7708	0.000053
257.9791	0.000074
258.1874	0.000814
258.3957	0.000941
258.6040	-0.000159
258.8124	0.000899
259.0207	0.001068
259.2291	-0.000730
259.4375	0.000264
259.6459	0.000730
259.8543	-0.000328
260.0627	0.001110
260.2711	0.000624
260.4796	0.000518
260.6881	0.002062
260.8965	0.000391
261.1050	0.001850
261.3135	0.001004
261.5221	-0.000328
261.7306	0.000666
261.9392	0.000962
262.1477	0.002189
262.3563	0.001660
262.5649	0.000476
262.7735	-0.000328
262.9822	0.000856
263.1908	0.000159
263.3995	0.000878
263.6081	-0.000730
263.8168	0.000032
264.0255	-0.000264
264.2342	-0.000032
264.4429	-0.000412
264.6517	-0.000011
264.8604	0.002315
265.0692	0.000497
265.2780	-0.002337
265.4868	0.000412
265.6956	-0.001364
265.9044	0.002146
266.1133	-0.000370
266.3221	0.002907
266.5310	0.000983
266.7399	0.000814
266.9488	0.001914
267.1577	0.000645
267.3666	0.001026
267.5755	0.002421
267.7845	-0.000581
267.9935	0.001322
268.2024	0.001068
268.4114	0.002569
268.6205	0.000264
268.8295	0.000391
269.0385	-0.000391
269.2476	0.002781
269.4566	0.000560
269.6657	0.000560
269.8748	0.000328
270.0839	0.001977
270.2931	0.000539
270.5022	-0.000137
270.7114	0.000116
270.9205	0.000835
271.1297	-0.001195
271.3389	0.001195
271.5481	-0.000920
271.7573	0.000645
271.9666	0.000243
272.1758	0.000708
272.3851	0.000032
272.5944	0.001258
272.8037	-0.000983
273.0130	0.000560
273.2223	-0.000666
273.4316	-0.000264
273.6410	-0.000159
273.8504	0.001448
274.0597	-0.000920
274.2691	0.000285
274.4785	0.000391
274.6880	0.000835
274.8974	-0.000011
275.1069	0.000159
275.3163	-0.000835
275.5258	0.000518
275.7353	-0.001195
275.9448	-0.000476
276.1543	0.001998
276.3639	-0.000687
276.5734	0.000455
276.7830	0.001660
276.9926	0.000433
277.2022	0.001216
277.4118	0.000011
277.6214	-0.000264
277.8310	0.000095
278.0407	-0.000708
278.2503	0.001216
278.4600	0.001787
278.6697	0.001110
278.8794	0.001744
279.0891	0.000243
279.2989	0.001195
279.5086	0.000011
279.7184	0.001406
279.9281	-0.000243
280.1379	0.003056
280.3477	0.001744
280.5576	-0.000116
280.7674	0.000962
280.9772	0.000856
281.1871	0.000793
281.3970	0.000455
281.6069	0.002950
281.8168	0.001596
282.0267	0.000962
282.2366	-0.000032
282.4466	-0.000011
282.6565	0.000772
282.8665	0.000349
283.0765	0.001174
283.2865	0.001152
283.4965	0.000370
283.7065	0.000476
283.9166	-0.000011
284.1266	-0.000476
284.3367	-0.000137
284.5468	0.001279
284.7569	0.000835
284.9670	-0.000201
285.1771	-0.000285
285.3873	0.001343
285.5974	0.001279
285.8076	0.001554
286.0178	0.000983
286.2280	0.000011
286.4382	0.001681
286.6484	0.000751
286.8587	0.001956
287.0689	-0.000222
287.2792	0.002823
287.4895	0.002886
287.6998	0.000666
287.9101	0.000476
288.1204	0.001533
288.3308	-0.001152
288.5411	-0.000095
288.7515	-0.000349
288.9619	0.000011
289.1723	0.000412
289.3827	-0.000581
289.5931	0.000328
289.8035	0.001956
290.0140	-0.000222
290.2245	0.000455
290.4349	0.001406
290.6454	0.000645
290.8559	-0.000222
291.0665	0.000412
291.2770	0.000222
291.4875	-0.000264
291.6981	-0.000285
