# Wavelength (nm)	Intensity (a.u.)
197.7802	0.001749
197.9842	-0.000487
198.1882	-0.000297
198.3922	0.000040
198.5963	0.000399
198.8003	0.000167
199.0044	-0.000149
199.2085	-0.000360
199.4126	0.001179
199.6168	0.000673
199.8209	0.000694
200.0251	0.000652
200.2292	0.000568
200.4334	0.001686
200.6376	0.000526
200.8418	-0.001014
201.0461	0.001475
201.2503	-0.000360
201.4546	0.000990
201.6589	0.000610
201.8631	0.001243
202.0674	0.000294
202.2718	0.000547
202.4761	-0.000318
202.6805	0.000589
202.8848	0.000736
203.0892	-0.000508
203.2936	-0.000677
203.4980	-0.000023
203.7024	0.000483
203.9069	0.000251
204.1113	0.000526
204.3158	0.000420
204.5203	0.001032
204.7248	0.001158
204.9293	0.000526
205.1338	0.001222
205.3384	0.000399
205.5430	0.001812
205.7475	0.000652
205.9521	-0.000381
206.1567	0.000272
206.3614	0.000990
206.5660	0.000800
206.7706	0.000462
206.9753	-0.000993
207.1800	-0.000107
207.3847	0.001074
207.5894	0.000251
207.7941	0.000462
207.9989	0.000547
208.2036	0.000209
208.4084	0.001032
208.6132	-0.000065
208.8180	0.000926
209.0228	0.000357
209.2276	-0.000719
209.4325	0.000568
209.6373	-0.000086
209.8422	-0.000297
210.0471	-0.000360
210.2520	-0.000550
210.4569	0.000673
210.6618	0.000715
210.8668	0.001179
211.0718	-0.000255
211.2767	0.000652
211.4817	0.001095
211.6867	-0.000339
211.8918	-0.000044
212.0968	0.000462
212.3018	-0.000128
212.5069	0.000694
212.7120	0.000251
212.9171	-0.000255
213.1222	0.000673
213.3273	0.000504
213.5325	-0.000403
213.7376	0.002276
213.9428	-0.000719
214.1480	-0.000508
214.3532	-0.000360
214.5584	0.000062
214.7636	0.000294
214.9689	0.001243
215.1741	-0.000170
215.3794	-0.000824
215.5847	-0.001352
215.7900	-0.000824
215.9953	0.000758
216.2007	0.000736
216.4060	0.000610
216.6114	0.001116
216.8168	0.000568
217.0222	-0.000065
217.2276	0.001833
217.4330	0.000167
217.6384	0.000504
217.8439	0.000821
218.0494	0.000610
218.2548	0.001559
