# Wavelength (nm)	Intensity (a.u.)
197.7802	-0.001139
197.9842	-0.000273
198.1882	0.000150
198.3922	-0.000421
198.5963	-0.000209
198.8003	-0.000484
199.0044	-0.000125
199.2085	0.000128
199.4126	-0.000568
199.6168	-0.000526
199.8209	-0.001033
200.0251	-0.000336
200.2292	-0.000357
200.4334	-0.001075
200.6376	-0.001434
200.8418	-0.000209
201.0461	0.000086
201.2503	0.000065
201.4546	0.000150
201.6589	0.000656
201.8631	0.000319
202.0674	0.000086
202.2718	0.000551
202.4761	0.001417
202.6805	-0.001054
202.8848	-0.000146
203.0892	0.000825
203.2936	0.000086
203.4980	0.000255
203.7024	0.000044
203.9069	0.001163
204.1113	0.000086
204.3158	-0.000843
204.5203	-0.000357
204.7248	-0.000611
204.9293	-0.001160
205.1338	0.000086
205.3384	-0.000505
205.5430	0.000002
205.7475	0.000171
205.9521	-0.000294
206.1567	-0.000019
206.3614	0.000973
206.5660	0.000382
206.7706	0.000150
206.9753	0.001480
207.1800	-0.000695
207.3847	0.000276
207.5894	0.000445
207.7941	-0.000716
207.9989	0.001227
208.2036	-0.000252
208.4084	0.001015
208.6132	-0.000167
208.8180	0.000487
209.0228	-0.000209
209.2276	-0.000421
209.4325	-0.002427
209.6373	-0.000062
209.8422	-0.000822
210.0471	-0.000442
210.2520	-0.000611
210.4569	-0.000421
210.6618	0.000403
210.8668	0.000994
211.0718	-0.000927
211.2767	0.000445
211.4817	-0.000695
211.6867	0.000699
211.8918	-0.000780
212.0968	-0.001012
212.3018	-0.000949
212.5069	-0.000019
212.7120	-0.000357
212.9171	-0.000526
213.1222	0.000171
213.3273	0.000276
213.5325	-0.000083
213.7376	0.000213
213.9428	-0.001118
214.1480	-0.000611
214.3532	-0.001033
214.5584	0.000086
214.7636	0.000825
214.9689	-0.000040
215.1741	-0.001350
215.3794	0.000192
215.5847	-0.000780
215.7900	0.001311
215.9953	0.000382
216.2007	-0.000146
216.4060	-0.001096
216.6114	-0.000357
216.8168	-0.000526
217.0222	0.000487
217.2276	-0.001012
217.4330	-0.000885
