# Wavelength (nm)	Intensity (a.u.)
197.7802	-0.001354
197.9842	0.000672
198.1882	0.000756
198.3922	0.000250
198.5963	-0.000805
198.8003	-0.000257
199.0044	0.001030
199.2085	0.000904
199.4126	0.000503
199.6168	0.000334
199.8209	0.000144
200.0251	-0.000784
200.2292	-0.000215
200.4334	-0.001396
200.6376	0.001938
200.8418	-0.000109
201.0461	0.000545
201.2503	0.001009
201.4546	-0.000236
201.6589	0.000418
201.8631	0.000587
202.0674	-0.000679
202.2718	-0.000362
202.4761	0.001030
202.6805	0.001073
202.8848	-0.000341
203.0892	-0.001755
203.2936	-0.000215
203.4980	0.001431
203.7024	-0.000763
203.9069	0.000693
204.1113	0.000250
204.3158	-0.000425
204.5203	0.000461
204.7248	-0.000130
204.9293	0.000123
205.1338	0.001136
205.3384	0.000039
205.5430	0.000376
205.7475	-0.001185
205.9521	0.001283
206.1567	0.000229
206.3614	0.001051
206.5660	0.000102
206.7706	0.000798
206.9753	0.000756
207.1800	-0.000025
207.3847	0.001600
207.5894	-0.000932
207.7941	0.000524
207.9989	0.000735
208.2036	-0.001607
208.4084	-0.000004
208.6132	-0.000404
208.8180	0.001009
209.0228	-0.000067
209.2276	-0.000025
209.4325	-0.000130
209.6373	0.000039
209.8422	-0.001037
210.0471	-0.000193
210.2520	-0.000172
210.4569	0.001537
210.6618	-0.000763
210.8668	0.000545
211.0718	-0.000615
211.2767	0.000207
211.4817	-0.000763
211.6867	-0.000109
211.8918	0.000587
212.0968	0.001916
212.3018	-0.000447
212.5069	-0.000658
212.7120	0.001389
212.9171	0.001938
213.1222	-0.000383
213.3273	0.000165
213.5325	0.000482
213.7376	-0.000215
213.9428	-0.001101
214.1480	0.001558
214.3532	-0.000278
214.5584	0.000376
214.7636	0.000672
214.9689	0.000313
215.1741	0.000714
215.3794	0.000672
215.5847	0.000334
215.7900	-0.000447
215.9953	-0.001291
216.2007	0.000039
216.4060	-0.000826
216.6114	0.001073
216.8168	0.001051
217.0222	0.000250
217.2276	-0.000742
217.4330	0.000355
217.6384	0.000862
217.8439	0.000756
218.0494	0.000566
218.2548	0.000482
218.4603	-0.001080
218.6659	0.001262
218.8714	0.000165
219.0769	-0.000257
219.2825	-0.001312
219.4881	-0.000257
219.6936	-0.000046
219.8992	-0.000953
220.1049	-0.000257
220.3105	0.000756
220.5161	0.000165
220.7218	0.000229
220.9275	-0.001291
221.1332	0.000229
221.3389	0.000018
221.5446	0.000946
221.7503	0.000102
221.9561	0.000207
222.1618	0.001916
222.3676	0.000651
222.5734	0.000292
222.7792	0.001136
222.9850	0.000060
223.1909	0.000207
223.3967	0.000123
223.6026	0.000883
223.8085	-0.000721
224.0144	0.001494
224.2203	-0.000679
224.4262	-0.000573
224.6322	-0.000151
224.8381	0.000397
225.0441	0.000777
225.2501	0.001389
225.4561	-0.000088
225.6621	-0.000847
225.8681	0.000376
226.0742	0.001199
226.2802	-0.000953
226.4863	0.000672
226.6924	0.001199
226.8985	0.000629
227.1046	0.000355
227.3107	-0.000658
227.5169	0.000102
227.7230	0.000566
227.9292	-0.000805
228.1354	0.001220
228.3416	-0.000615
228.5478	0.000250
228.7541	0.001115
228.9603	-0.000404
229.1666	0.000144
229.3729	-0.000067
229.5791	-0.000932
229.7855	0.000313
229.9918	-0.000004
230.1981	0.000735
230.4045	0.001790
230.6108	0.000397
230.8172	0.000862
231.0236	0.000798
231.2300	-0.000025
231.4364	0.000819
231.6429	-0.000193
231.8493	0.000207
232.0558	0.000587
232.2623	0.000144
232.4688	0.000862
232.6753	0.000060
232.8818	0.000566
233.0884	0.000524
233.2949	0.000018
233.5015	0.000313
233.7081	0.000250
233.9147	-0.000447
234.1213	-0.000215
234.3279	0.000883
234.5346	-0.000468
234.7413	0.000840
234.9479	0.000418
235.1546	0.000714
